video_id,date,count
93,2018-01-05,123
37,2017-09-24,88
71,2017-10-14,53
6,2018-01-08,15
7,2018-01-08,93
97,2017-10-29,66
1,2017-11-24,133
16,2017-11-20,69
46,2017-11-11,104
71,2018-01-04,33
86,2017-10-19,108
71,2017-10-28,71
31,2018-01-01,48
54,2017-12-15,118
62,2018-02-10,89
92,2018-01-17,39
30,2017-12-31,40
38,2017-11-15,74
1,2017-11-11,92
37,2017-11-13,64
49,2017-11-15,85
39,2017-12-15,74
52,2017-12-30,96
87,2017-12-09,99
22,2017-12-15,99
8,2017-12-30,95
29,2017-12-16,34
57,2018-01-02,124
56,2017-10-03,68
13,2017-11-16,127
83,2017-11-17,59
99,2017-11-01,68
23,2017-11-20,70
87,2017-11-27,67
97,2017-11-28,66
40,2017-12-08,69
55,2017-12-18,67
32,2017-12-08,19
89,2018-01-04,110
16,2017-09-29,117
31,2017-10-18,60
4,2017-10-30,110
50,2017-11-23,119
95,2017-10-08,127
58,2017-10-31,77
27,2017-10-07,50
92,2018-01-28,26
66,2017-10-11,96
83,2017-12-11,69
12,2017-10-07,83
8,2017-12-08,119
10,2017-12-16,75
72,2017-11-13,45
13,2017-12-13,99
31,2017-11-03,88
49,2017-10-27,98
42,2017-12-19,39
26,2018-01-05,61
91,2017-12-21,97
53,2017-12-31,58
71,2017-09-18,63
45,2017-10-08,132
25,2017-12-17,42
71,2017-10-09,64
66,2017-11-01,108
22,2017-11-30,99
100,2017-12-27,82
57,2017-11-15,96
71,2017-10-10,51
90,2017-12-15,76
61,2017-11-15,100
8,2017-12-25,57
77,2017-10-28,61
83,2017-11-18,75
82,2017-10-21,135
42,2017-10-15,42
76,2018-02-04,12
41,2017-12-11,69
63,2017-11-07,55
47,2018-01-04,27
66,2018-01-13,61
77,2017-12-15,53
10,2017-12-21,95
90,2017-10-05,75
85,2017-11-02,71
97,2017-12-16,56
8,2017-12-29,106
6,2017-11-16,48
23,2017-12-22,71
24,2017-12-09,128
55,2018-01-06,41
47,2017-12-01,52
62,2017-11-06,81
25,2018-01-19,25
7,2018-01-11,67
37,2017-11-16,60
24,2017-10-26,82
72,2017-12-05,30
54,2017-11-19,116
95,2017-11-20,110
46,2018-01-05,55
75,2018-01-07,78
40,2018-01-26,39
26,2018-02-15,69
63,2017-12-20,59
42,2017-11-16,34
95,2018-01-31,79
49,2018-01-22,58
31,2017-11-05,45
89,2017-12-16,125
96,2017-10-24,79
17,2017-09-26,135
87,2018-01-15,47
2,2017-12-16,50
79,2017-10-09,62
67,2018-01-07,22
36,2018-02-18,84
34,2018-01-23,89
84,2017-12-05,85
49,2017-12-04,60
19,2017-12-22,77
49,2017-12-18,65
21,2017-12-28,106
72,2017-10-13,41
45,2017-11-08,88
74,2017-10-29,149
50,2017-12-24,93
40,2018-02-06,22
2,2017-12-23,55
15,2017-12-02,116
55,2018-02-01,48
86,2017-11-16,69
56,2018-01-07,37
47,2018-01-15,17
4,2017-11-22,166
100,2018-02-18,48
9,2017-10-27,108
91,2017-12-09,73
33,2018-01-13,77
20,2017-11-21,98
83,2017-09-20,87
30,2018-01-03,31
54,2017-10-22,113
75,2017-12-19,70
27,2017-12-09,31
63,2017-10-28,73
60,2017-12-07,68
51,2017-10-24,88
9,2017-10-21,75
14,2018-01-09,40
1,2018-01-01,62
87,2018-02-06,37
24,2017-12-30,71
52,2017-12-09,98
70,2017-10-09,116
16,2017-12-03,55
95,2017-11-30,113
98,2018-01-12,42
66,2017-12-26,42
72,2018-01-19,29
41,2017-12-26,59
79,2017-09-28,56
74,2017-12-25,81
23,2017-12-03,63
87,2017-11-25,91
23,2018-01-22,64
47,2017-11-09,35
85,2017-11-30,94
50,2018-01-12,75
69,2017-12-31,73
62,2018-01-28,77
1,2017-10-10,135
91,2017-11-02,90
39,2018-01-18,59
58,2017-12-01,48
89,2017-12-25,66
79,2017-11-07,58
93,2017-11-15,107
14,2017-11-03,108
86,2017-12-27,62
38,2017-09-24,67
93,2017-10-19,153
57,2018-01-18,110
20,2017-12-04,91
83,2017-10-16,84
86,2017-12-28,61
67,2017-12-20,29
90,2017-11-14,85
67,2017-11-23,46
39,2017-10-21,103
97,2017-09-30,114
57,2018-01-12,113
78,2017-11-30,70
76,2018-01-23,18
74,2017-11-04,94
29,2017-10-21,66
77,2017-10-03,79
73,2017-09-07,61
87,2017-11-08,80
84,2018-01-07,136
37,2018-01-03,24
56,2017-12-14,41
39,2017-11-16,69
45,2017-11-24,88
46,2017-10-17,120
39,2017-12-16,67
67,2018-01-20,13
5,2018-01-07,95
86,2017-11-20,119
87,2017-11-30,80
53,2018-01-12,58
62,2017-11-23,98
100,2017-11-16,134
69,2017-11-23,80
13,2017-11-27,93
11,2017-11-11,77
31,2017-10-16,85
22,2018-01-22,74
72,2017-11-16,37
5,2017-11-21,112
3,2018-01-09,13
46,2017-12-05,109
86,2017-10-23,120
94,2017-11-14,61
6,2017-10-14,37
100,2018-02-12,89
22,2017-10-31,72
79,2018-01-20,13
86,2018-01-17,87
59,2017-11-28,116
26,2018-01-25,79
80,2017-11-26,54
88,2017-10-13,83
68,2017-11-16,39
44,2017-10-03,170
74,2017-11-02,168
40,2018-02-18,21
55,2017-12-24,57
67,2017-10-10,63
48,2017-11-17,82
56,2017-11-21,54
59,2018-01-19,69
10,2017-11-10,106
58,2017-10-03,87
13,2017-09-15,99
45,2017-11-13,84
26,2018-01-07,83
63,2018-01-05,72
30,2017-10-18,78
78,2017-10-10,96
56,2017-12-27,38
1,2017-11-05,105
9,2017-09-25,92
20,2017-11-07,113
70,2017-09-28,98
73,2017-12-25,43
31,2017-10-20,77
21,2017-12-06,82
47,2017-12-29,30
80,2018-01-04,64
95,2017-12-10,90
90,2017-10-15,76
16,2017-12-02,59
53,2017-10-29,108
91,2017-12-22,74
57,2018-01-11,121
48,2017-10-16,99
48,2017-10-24,79
82,2018-01-06,125
51,2017-09-25,136
55,2017-11-04,49
36,2017-12-09,103
7,2017-11-12,94
53,2017-09-24,98
39,2017-11-13,77
25,2017-12-08,32
65,2017-11-27,48
15,2017-12-06,84
82,2017-12-18,116
58,2017-12-27,45
24,2018-01-30,101
42,2017-10-10,62
78,2018-01-17,56
50,2017-11-21,91
3,2017-10-25,43
46,2017-11-03,89
97,2017-10-09,71
53,2017-09-23,129
68,2018-01-24,27
77,2017-12-06,44
65,2017-09-15,70
54,2017-10-26,162
67,2017-11-11,47
45,2017-09-20,157
68,2017-12-19,27
73,2017-10-22,81
82,2017-12-11,137
16,2017-09-22,93
84,2018-01-20,69
47,2017-12-25,32
78,2017-12-04,71
40,2018-01-03,47
61,2018-01-11,88
53,2017-10-23,69
68,2017-10-22,69
47,2017-12-05,34
86,2018-01-20,53
6,2017-12-14,25
71,2018-01-08,32
37,2017-09-20,72
38,2018-01-14,32
96,2017-10-22,89
76,2017-11-05,50
9,2017-12-08,110
14,2017-12-09,69
40,2017-11-26,64
87,2017-11-20,85
11,2017-12-25,50
98,2018-01-18,47
25,2017-10-25,53
74,2017-11-09,126
84,2017-11-11,168
16,2017-09-17,106
3,2017-10-31,34
82,2017-12-20,133
29,2017-12-22,49
43,2017-12-31,63
44,2017-10-02,125
24,2018-01-07,78
23,2018-01-04,47
80,2018-01-20,46
86,2018-01-02,83
50,2017-11-24,102
39,2018-02-06,27
71,2018-01-14,18
96,2017-12-26,67
63,2017-11-20,87
96,2017-12-02,79
3,2017-12-09,37
31,2018-01-27,46
47,2018-01-12,16
13,2017-09-12,122
8,2018-01-14,85
74,2018-01-22,115
23,2018-02-01,52
33,2018-01-10,82
86,2018-01-26,64
58,2017-12-20,39
99,2018-01-20,81
97,2017-12-01,49
72,2017-09-24,68
47,2018-01-01,28
41,2017-11-16,71
39,2017-12-13,62
75,2017-09-25,140
64,2017-11-03,40
66,2017-12-27,50
33,2018-02-10,47
52,2018-01-04,110
65,2017-10-10,61
98,2017-12-06,60
84,2017-10-21,170
34,2017-12-08,123
18,2017-12-12,73
41,2017-11-23,50
64,2017-10-04,74
2,2017-10-07,73
10,2018-01-18,66
57,2017-11-07,125
86,2018-01-08,74
63,2017-12-26,47
77,2017-09-26,65
90,2017-09-27,139
42,2017-12-29,26
84,2018-01-18,76
51,2017-12-26,83
21,2017-12-30,67
55,2018-01-28,26
46,2017-12-15,58
29,2017-11-20,58
94,2017-12-06,54
12,2018-01-15,64
60,2018-01-07,56
8,2017-12-24,103
48,2017-10-15,94
69,2017-12-07,84
13,2017-12-22,83
96,2017-09-16,104
87,2018-01-20,67
44,2017-09-21,99
20,2017-12-09,89
49,2017-11-21,84
84,2017-11-20,92
18,2017-11-29,70
30,2017-12-27,33
13,2017-10-18,87
67,2018-01-10,26
97,2017-09-23,95
18,2017-11-27,94
93,2017-11-06,147
22,2018-02-10,62
66,2017-10-27,85
29,2017-11-13,76
39,2017-10-19,94
49,2018-01-13,47
90,2017-12-03,72
45,2017-12-06,70
91,2017-12-30,81
38,2018-01-06,31
39,2018-01-29,34
70,2017-09-15,78
5,2017-10-17,77
81,2017-11-04,85
48,2018-01-04,39
25,2017-12-07,30
17,2017-11-07,80
76,2018-01-03,20
71,2017-11-12,38
61,2017-12-04,78
10,2018-01-17,45
37,2017-09-23,80
24,2018-02-09,66
89,2017-12-22,107
75,2017-11-30,81
31,2017-11-08,54
16,2017-12-25,57
65,2017-11-17,37
67,2018-01-21,19
61,2017-11-03,118
16,2017-11-04,73
99,2017-11-15,113
27,2017-12-31,18
53,2017-11-08,98
70,2017-12-12,91
34,2017-12-28,93
11,2017-12-14,52
63,2018-01-16,40
99,2017-12-10,82
100,2017-11-20,87
79,2017-10-08,62
32,2017-11-30,33
98,2017-12-22,36
70,2017-12-23,65
33,2017-11-24,84
92,2018-02-26,31
3,2017-11-01,41
41,2017-12-14,85
27,2017-10-17,58
14,2018-01-16,55
79,2017-10-06,49
30,2017-11-10,44
43,2017-10-15,90
62,2017-10-28,92
100,2017-10-28,114
79,2017-11-14,54
3,2018-01-27,6
7,2017-12-03,151
24,2017-12-06,78
71,2017-10-13,43
41,2017-11-15,89
2,2017-12-19,39
19,2017-10-26,92
59,2017-10-29,143
45,2017-10-06,87
65,2017-09-27,80
62,2017-11-22,79
65,2017-09-26,59
52,2017-12-02,123
18,2017-12-13,122
12,2018-01-19,66
74,2018-02-18,124
62,2018-01-31,67
70,2017-09-09,95
9,2017-12-27,77
13,2017-10-02,132
16,2017-10-28,60
27,2018-01-20,10
59,2018-01-01,81
16,2017-11-07,97
63,2017-11-21,78
100,2017-12-08,82
10,2017-12-04,93
62,2017-12-06,109
55,2017-11-26,54
59,2018-01-29,88
43,2017-10-18,109
64,2017-12-01,23
95,2017-11-25,114
12,2018-01-05,52
32,2017-10-05,40
92,2018-02-15,30
71,2017-11-10,36
56,2017-12-22,57
52,2017-12-11,135
42,2017-10-06,66
93,2017-12-18,92
75,2017-11-14,100
52,2017-11-26,168
82,2017-11-16,94
89,2018-01-22,92
22,2018-01-19,71
82,2017-10-18,169
72,2017-12-23,28
22,2017-12-20,69
59,2018-01-18,79
20,2017-12-28,91
64,2017-12-10,32
61,2017-12-24,93
59,2017-12-30,105
98,2017-10-22,80
42,2017-10-07,82
33,2017-12-25,65
95,2017-11-08,83
79,2017-12-25,32
76,2018-01-21,19
11,2017-11-17,67
74,2018-01-16,111
100,2018-02-14,84
6,2018-01-18,11
11,2017-11-14,52
99,2017-10-28,79
60,2018-01-13,39
40,2018-01-07,32
67,2018-01-06,19
99,2017-12-24,74
31,2018-01-05,57
69,2017-10-21,117
74,2018-02-02,121
53,2018-01-10,54
45,2018-01-12,88
63,2017-12-07,50
58,2017-10-05,91
87,2018-01-04,68
82,2017-12-13,106
18,2017-10-24,109
100,2018-02-17,77
39,2017-12-11,58
77,2017-12-26,36
65,2017-12-15,31
98,2017-10-28,62
69,2017-11-15,133
39,2017-11-26,70
81,2017-12-01,58
54,2018-01-18,64
27,2017-10-21,60
79,2017-11-18,48
70,2017-10-05,134
15,2017-11-30,83
1,2017-10-19,108
61,2017-12-07,87
42,2017-10-02,44
69,2017-09-21,96
94,2017-10-02,85
56,2018-01-19,40
9,2017-11-06,100
96,2017-11-20,86
36,2018-01-14,58
35,2018-01-31,52
54,2017-12-10,93
64,2018-01-22,19
11,2017-10-25,93
61,2017-12-05,83
1,2017-12-23,73
38,2018-01-09,42
82,2017-11-15,147
78,2017-11-14,76
52,2018-01-10,89
14,2017-12-05,89
57,2017-10-09,174
92,2017-12-19,59
19,2017-10-29,86
46,2017-12-01,100
25,2017-11-23,49
75,2017-10-03,136
24,2018-02-08,95
68,2017-12-09,35
84,2017-11-29,136
22,2017-12-09,99
26,2017-11-10,81
53,2017-10-09,74
25,2018-01-23,23
69,2017-12-17,93
34,2018-01-28,69
76,2017-12-05,22
1,2017-10-22,123
3,2017-10-14,57
53,2017-09-21,107
96,2017-09-24,119
69,2017-09-29,114
17,2017-09-24,109
14,2018-01-12,45
48,2017-11-04,56
71,2017-11-22,37
85,2018-01-07,51
68,2017-10-19,54
95,2017-11-17,115
92,2017-12-13,50
96,2017-11-22,59
82,2017-12-24,126
15,2018-01-16,64
36,2017-12-23,94
68,2017-11-10,52
40,2017-11-16,64
22,2017-12-02,68
55,2017-12-13,48
71,2018-01-13,26
54,2018-01-04,96
87,2017-12-17,82
38,2017-12-21,41
99,2017-12-29,90
24,2017-10-23,115
68,2017-12-05,38
85,2018-02-06,47
78,2017-12-20,42
54,2018-01-16,62
42,2017-11-06,65
2,2018-01-07,36
79,2017-10-21,48
42,2017-10-12,79
39,2018-01-14,33
68,2017-12-04,33
96,2017-10-28,81
20,2017-12-23,97
74,2018-01-21,137
33,2017-12-15,93
32,2017-10-23,37
83,2017-11-06,100
68,2018-01-05,20
84,2017-12-04,85
26,2018-02-05,58
47,2018-02-07,16
97,2017-09-19,117
49,2017-12-17,45
32,2017-10-28,38
78,2017-11-23,48
90,2017-10-28,76
82,2017-10-06,132
49,2017-12-21,65
88,2017-12-23,70
82,2017-11-08,96
52,2018-02-02,104
17,2017-11-04,113
87,2018-01-06,71
99,2017-11-24,81
60,2018-01-22,41
89,2017-10-24,131
69,2017-09-22,101
31,2017-10-11,97
43,2017-12-28,46
2,2018-01-31,24
42,2017-10-25,65
66,2017-11-13,93
67,2018-01-02,17
33,2017-12-05,62
80,2018-01-06,41
2,2017-10-29,75
53,2017-10-11,101
92,2017-12-03,76
83,2017-11-23,91
35,2017-11-30,79
40,2017-12-13,65
3,2018-01-04,16
79,2018-01-22,19
93,2017-12-26,84
12,2017-11-17,58
24,2017-11-18,104
7,2017-11-10,148
32,2017-10-04,61
55,2018-02-06,33
42,2018-01-04,40
85,2017-12-15,107
23,2018-02-20,35
21,2017-11-10,111
34,2017-10-29,116
72,2017-10-08,51
51,2017-10-13,116
78,2018-01-02,46
49,2018-01-30,61
48,2017-11-08,62
12,2017-10-18,77
71,2017-11-19,56
95,2017-10-28,108
38,2017-11-21,59
44,2017-11-29,89
94,2017-09-25,65
88,2017-12-11,59
40,2018-01-04,41
28,2017-12-08,45
8,2017-12-05,78
61,2018-02-20,42
45,2017-11-02,72
64,2018-01-13,22
58,2017-10-21,90
44,2017-11-18,108
9,2017-09-28,106
42,2018-01-02,34
62,2018-01-05,86
46,2017-12-12,72
37,2017-10-21,73
24,2018-02-06,50
42,2017-10-23,69
33,2017-12-29,64
7,2017-12-10,77
80,2018-01-16,33
95,2017-11-18,134
54,2017-10-01,174
69,2017-10-06,110
87,2018-02-05,48
72,2017-12-30,35
88,2017-09-21,95
28,2018-01-08,32
73,2017-09-13,91
8,2018-01-02,104
92,2017-12-04,49
54,2017-10-03,161
26,2017-12-28,50
97,2017-11-09,51
1,2017-09-27,163
50,2017-10-27,121
95,2018-01-30,82
86,2018-01-03,86
87,2018-01-16,42
29,2017-11-11,52
30,2017-11-07,45
21,2017-12-11,103
11,2017-10-24,64
95,2017-10-05,155
66,2017-10-13,102
2,2017-12-26,47
95,2017-10-27,91
59,2017-11-27,96
37,2017-12-09,56
39,2018-01-21,38
74,2017-12-23,108
33,2018-02-01,44
7,2018-01-17,65
90,2017-11-01,118
7,2018-01-06,96
84,2017-11-07,149
93,2017-12-31,128
65,2017-11-15,57
18,2017-11-08,114
93,2017-11-30,86
29,2017-11-05,61
45,2017-10-17,82
6,2017-12-15,28
30,2017-11-18,47
58,2017-12-16,65
24,2018-01-11,107
51,2017-10-20,162
50,2017-12-10,88
62,2018-01-26,79
67,2017-11-21,26
73,2017-11-22,39
87,2017-11-09,107
25,2018-01-12,21
74,2017-12-07,145
37,2018-01-06,40
60,2018-01-02,52
49,2018-01-06,47
67,2017-12-27,27
52,2018-02-17,131
82,2017-12-08,153
65,2017-10-09,46
46,2017-10-07,98
99,2017-11-02,97
84,2017-11-24,120
83,2017-10-21,93
92,2017-12-22,44
27,2017-12-22,25
2,2018-01-30,40
77,2017-12-10,32
11,2017-10-20,84
74,2017-12-15,120
14,2017-11-27,51
15,2018-01-18,86
96,2017-11-10,79
67,2017-11-09,42
8,2017-12-22,68
80,2017-11-30,48
53,2017-11-21,85
79,2017-11-29,31
30,2017-11-03,38
32,2017-09-09,66
18,2017-12-03,64
5,2018-01-06,82
16,2017-10-14,113
26,2017-11-26,106
8,2017-10-25,145
31,2017-10-19,72
53,2017-10-28,105
18,2017-12-30,82
69,2017-11-21,93
96,2017-09-25,88
78,2017-12-26,46
86,2017-11-12,87
50,2017-12-13,59
36,2017-12-15,105
60,2017-10-15,93
70,2017-11-22,78
10,2017-11-29,101
93,2017-11-07,116
91,2017-12-29,100
68,2018-01-03,31
30,2017-11-08,68
4,2018-01-27,90
70,2017-10-12,73
27,2017-11-29,26
54,2017-11-11,86
39,2017-11-01,68
60,2018-01-16,31
62,2018-02-17,55
73,2017-09-19,90
97,2018-01-04,54
37,2017-12-15,51
35,2018-01-15,41
79,2017-11-27,45
66,2017-11-26,54
30,2018-01-01,36
61,2018-01-08,76
74,2018-01-27,107
85,2017-12-03,106
9,2017-11-17,68
49,2017-11-28,62
44,2018-01-06,76
50,2017-09-26,145
2,2017-12-21,43
95,2017-10-19,116
18,2017-11-02,109
89,2017-12-18,69
15,2018-01-04,86
96,2017-10-02,68
19,2017-11-12,95
93,2017-11-01,94
67,2017-10-27,61
63,2018-01-25,38
44,2017-11-10,102
66,2017-12-10,75
75,2017-09-20,121
84,2017-11-27,122
52,2017-10-24,114
17,2017-11-24,95
2,2017-11-22,46
86,2017-11-19,134
38,2017-10-04,82
87,2017-12-27,58
66,2017-10-30,81
81,2017-10-27,53
30,2018-01-13,31
60,2017-11-02,51
92,2018-01-26,32
13,2017-11-11,130
83,2017-12-05,78
8,2017-10-16,142
77,2017-12-13,56
61,2018-02-24,62
44,2018-01-15,82
62,2018-02-05,79
74,2018-01-23,113
52,2017-11-25,89
97,2017-12-08,48
9,2017-10-17,98
8,2018-01-06,77
72,2017-10-16,46
26,2017-11-23,89
21,2017-12-19,91
67,2017-11-05,58
78,2017-12-24,53
5,2017-10-26,74
45,2018-01-06,108
67,2017-11-26,42
81,2017-09-18,85
8,2018-01-04,107
32,2018-01-01,14
37,2017-10-31,39
46,2017-11-13,65
22,2018-02-01,73
26,2017-12-16,91
62,2017-11-12,124
35,2017-12-25,52
28,2018-01-18,34
19,2017-12-10,50
94,2017-09-18,69
91,2018-01-10,101
21,2017-10-16,129
23,2018-01-16,43
71,2017-12-29,33
71,2017-10-17,40
60,2017-11-26,67
4,2017-12-29,132
23,2018-02-11,57
48,2017-12-30,60
70,2017-09-06,158
56,2017-10-04,53
1,2018-01-02,110
82,2018-01-20,79
16,2017-10-25,81
12,2017-11-20,55
36,2018-01-18,71
30,2018-02-06,23
100,2018-02-15,47
100,2017-11-10,113
33,2018-02-02,52
9,2017-10-11,118
4,2018-01-16,113
37,2017-12-29,25
80,2017-12-11,65
82,2017-10-19,138
91,2017-10-01,124
53,2017-11-15,75
19,2018-01-06,39
61,2017-12-25,62
11,2018-01-23,47
4,2018-01-18,87
80,2018-01-01,35
37,2018-01-12,23
95,2017-10-17,116
71,2017-10-08,74
27,2017-12-06,31
49,2017-12-14,64
55,2017-12-03,41
55,2017-11-01,91
33,2017-12-06,59
75,2017-10-30,122
82,2017-11-22,108
83,2017-09-13,86
72,2017-12-16,38
61,2017-11-13,77
62,2018-01-02,84
20,2018-01-18,89
17,2017-10-26,89
53,2017-11-28,69
68,2017-12-08,34
15,2017-11-15,133
70,2017-09-13,87
73,2017-12-07,34
11,2018-01-08,33
8,2017-10-28,96
98,2017-11-27,62
70,2017-12-05,67
79,2017-10-02,56
30,2017-12-17,26
100,2017-12-21,107
85,2018-01-15,77
27,2017-11-22,26
90,2017-12-23,52
7,2017-10-15,125
46,2017-09-23,144
96,2017-10-08,113
10,2018-01-03,90
23,2017-12-31,75
4,2017-11-27,89
39,2018-01-25,37
55,2017-10-11,86
26,2018-02-02,65
87,2018-01-02,66
94,2017-12-05,64
95,2017-12-18,105
92,2018-01-06,31
45,2017-09-25,109
59,2018-01-25,90
30,2017-12-07,33
70,2017-09-26,108
98,2018-01-21,29
89,2017-09-26,167
60,2017-10-21,70
9,2018-01-09,72
54,2017-12-25,84
89,2017-10-06,155
46,2017-09-28,77
39,2017-11-29,66
90,2017-12-12,64
86,2017-11-02,89
98,2018-01-19,32
64,2017-12-06,35
62,2017-12-26,110
94,2017-12-18,77
77,2017-10-01,56
98,2018-01-04,55
72,2017-11-28,48
51,2017-11-30,130
63,2017-10-15,88
82,2017-10-25,170
9,2017-11-18,77
71,2018-01-11,24
18,2017-10-23,107
18,2017-11-20,123
29,2017-12-03,54
1,2017-12-04,102
47,2018-01-05,19
67,2017-10-17,62
74,2018-01-17,105
11,2017-10-31,54
91,2017-10-26,128
17,2017-12-13,70
91,2017-12-24,106
15,2018-02-17,66
70,2017-12-22,61
51,2017-12-17,92
47,2018-01-17,28
37,2017-10-20,52
40,2017-12-05,63
3,2017-11-21,36
100,2017-12-30,98
38,2018-01-20,29
14,2018-01-02,60
51,2017-10-07,146
43,2018-01-03,78
2,2017-12-07,35
34,2017-11-08,100
5,2017-09-21,125
77,2017-09-14,102
11,2017-12-13,71
31,2017-12-18,46
48,2018-01-09,59
94,2017-10-05,81
22,2017-11-29,82
18,2018-01-08,100
84,2017-12-16,131
91,2017-09-28,90
88,2017-10-18,85
21,2017-12-03,72
12,2017-12-24,74
67,2018-02-04,10
55,2017-10-13,63
56,2018-01-24,31
17,2017-11-27,101
46,2017-10-30,67
60,2018-01-15,48
7,2018-01-25,111
20,2017-12-02,84
86,2017-12-12,96
69,2017-12-22,70
70,2017-10-04,133
38,2017-12-16,59
96,2017-10-15,74
79,2017-12-01,41
53,2017-10-13,83
41,2018-01-03,55
6,2017-10-18,52
37,2017-10-13,72
2,2017-11-04,56
41,2018-01-13,70
12,2017-12-26,68
70,2017-09-22,116
57,2018-01-01,134
26,2018-02-09,44
53,2017-10-16,85
22,2017-11-05,112
32,2017-11-15,30
44,2018-01-10,127
20,2017-10-31,103
91,2017-12-10,96
92,2017-12-25,51
70,2017-10-24,110
100,2018-01-21,98
99,2017-12-13,82
77,2017-12-16,54
69,2017-12-13,98
93,2017-09-30,164
97,2017-10-20,85
25,2017-12-16,23
4,2017-12-15,90
88,2018-01-04,66
66,2017-09-27,109
1,2017-11-03,118
100,2018-02-03,90
8,2017-12-02,70
21,2017-11-21,64
20,2017-12-26,59
42,2017-11-07,46
36,2017-12-04,119
29,2017-11-27,39
55,2018-02-04,38
94,2017-09-14,75
21,2017-10-07,105
30,2017-11-21,40
4,2017-11-24,143
71,2017-12-12,30
84,2017-10-14,159
19,2018-01-01,65
97,2017-11-11,66
25,2017-10-09,58
7,2018-01-22,125
78,2018-01-01,54
4,2018-01-28,121
82,2017-10-12,175
69,2017-10-14,82
98,2018-01-31,40
25,2017-10-24,37
44,2017-11-19,92
92,2018-01-23,50
31,2017-09-30,81
100,2017-11-12,138
94,2017-10-21,96
7,2017-11-24,145
2,2017-11-02,53
4,2018-01-13,71
39,2018-01-10,43
76,2017-12-22,32
93,2017-10-11,145
1,2017-12-14,111
37,2017-11-07,56
94,2017-11-01,90
66,2017-10-17,114
66,2017-11-03,104
19,2017-10-12,63
4,2017-11-12,130
54,2017-09-27,156
46,2017-09-21,101
19,2017-10-10,60
75,2018-01-03,60
37,2017-11-15,67
5,2017-09-20,149
1,2017-09-30,154
83,2017-12-20,55
87,2017-11-16,89
23,2018-02-07,53
21,2018-01-01,77
36,2017-12-18,93
35,2017-11-26,73
38,2017-12-26,44
81,2018-01-05,36
52,2017-11-11,181
15,2017-12-29,118
12,2018-01-04,55
94,2017-09-11,130
20,2017-10-15,127
87,2018-01-24,56
7,2017-10-12,166
33,2018-01-04,64
14,2017-10-19,59
35,2017-11-03,77
31,2017-11-29,61
63,2017-10-11,72
21,2017-10-09,132
14,2017-12-03,64
13,2017-11-01,83
4,2017-10-27,167
72,2017-11-18,58
4,2018-01-21,106
28,2017-10-10,85
24,2017-12-28,111
44,2017-09-28,130
13,2017-10-21,73
95,2017-10-23,78
33,2018-02-14,48
72,2017-12-12,43
59,2017-12-03,90
86,2017-11-14,138
90,2018-01-07,57
37,2017-10-15,82
48,2017-12-28,76
3,2018-01-21,15
77,2017-12-23,50
73,2017-10-20,89
65,2017-10-13,43
41,2018-02-07,53
37,2017-11-20,61
1,2017-10-20,139
55,2018-01-22,54
14,2017-11-13,87
11,2017-11-13,59
48,2017-09-29,78
63,2017-12-05,77
30,2017-12-10,35
91,2017-10-27,109
84,2017-10-26,96
96,2017-12-17,62
11,2017-11-04,76
40,2017-12-20,52
14,2017-10-14,111
87,2017-11-26,69
36,2018-02-03,61
41,2017-12-20,54
59,2017-10-07,83
47,2017-11-04,37
9,2017-10-09,104
79,2017-10-27,53
95,2018-01-06,111
27,2017-10-05,42
22,2018-01-01,55
19,2018-01-09,72
100,2017-11-02,98
35,2017-12-12,63
40,2017-11-20,76
53,2017-10-20,61
37,2017-12-23,29
39,2017-12-26,62
25,2017-11-09,38
62,2018-01-19,60
70,2017-10-28,117
8,2018-01-24,70
6,2017-11-19,39
49,2017-12-13,79
55,2018-01-05,47
19,2017-10-21,71
60,2017-12-24,54
69,2017-11-30,66
16,2017-12-30,69
23,2017-12-17,55
55,2017-11-27,51
90,2017-10-07,89
74,2018-02-10,108
20,2018-01-19,55
52,2017-12-15,137
26,2018-01-17,68
32,2017-12-05,30
3,2018-01-11,20
36,2018-01-23,91
28,2017-10-16,62
6,2017-10-05,62
48,2017-11-16,62
88,2017-09-25,95
32,2017-10-25,33
73,2017-12-17,36
25,2017-10-21,40
12,2017-12-13,84
3,2017-10-07,37
59,2017-12-29,84
77,2017-09-21,96
11,2018-01-12,42
46,2017-11-29,72
43,2017-09-23,118
82,2018-01-23,105
5,2017-09-25,128
91,2018-01-17,107
94,2017-09-06,79
55,2017-11-06,69
54,2018-01-14,78
36,2018-01-19,85
62,2018-01-04,121
89,2018-01-10,84
57,2017-11-10,141
41,2017-12-12,46
24,2018-01-06,89
51,2017-10-31,82
89,2018-01-19,94
24,2017-12-13,77
13,2017-12-17,66
27,2018-01-22,14
97,2017-11-25,68
66,2017-12-31,79
45,2018-01-08,71
98,2017-12-20,52
57,2017-11-21,139
37,2017-12-31,34
64,2017-10-05,41
90,2017-12-04,65
57,2018-01-13,141
51,2017-09-20,165
95,2017-11-21,119
82,2017-10-29,93
48,2017-12-06,65
13,2017-09-27,124
67,2017-10-08,55
93,2017-11-20,103
50,2017-12-15,57
7,2017-10-25,125
1,2017-11-18,124
79,2017-09-30,62
54,2017-12-03,90
28,2017-11-25,42
15,2018-02-07,82
65,2017-11-12,41
96,2017-12-11,69
91,2017-09-26,117
85,2018-02-20,67
65,2017-11-29,39
12,2017-11-07,67
94,2017-12-23,57
51,2017-09-28,116
